date,store_id,city,area,area_type,income_level,sku_id,category,price,discount_pct,weather,is_weekend,is_holiday,raw_demand,units_sold,inventory_level,lead_time_days,order_placed,order_quantity
2022-05-16,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,0.0,Cloudy,0,0,38,38,108,1.0,0,0
2022-10-12,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,11,11,75,3.0,0,0
2024-01-02,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Cloudy,0,0,48,48,248,2.0,0,0
2024-02-17,DS_PUN_01,Pune,Koregaon,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Foggy,1,0,103,103,210,2.0,1,661
2022-02-27,DS_MUM_01,Mumbai,Andheri,Residential,,COKE_2L,Beverages,95,10.0,Foggy,1,0,21,21,132,2.0,0,0
2022-07-24,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,RICE_1KG,Staples,60,0.0,Sunny,1,0,38,38,215,2.0,0,0
2022-09-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Rainy,0,0,37,37,338,2.0,0,0
2023-06-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BREAD_WH,Bakery,45,5.0,Cloudy,1,0,99,99,109,1.0,0,0
2023-05-11,DS_MUM_01,Mumbai,Andheri,Residential,High,EGGS_12PK,Dairy,72,0.0,Sunny,0,0,30,30,331,1.0,0,0
2023-09-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,,Rainy,0,0,17,17,115,3.0,0,0
2023-06-16,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SHAMPOO_SM,PersonalCare,99,0.0,,0,0,7,7,28,3.0,0,0
2023-09-11,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,0.0,Rainy,0,0,31,31,64,1.0,0,0
2022-09-22,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Rainy,0,0,8,8,154,3.0,0,0
2022-04-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Sunny,0,0,18,18,66,4.0,0,0
2023-08-23,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Rainy,0,0,15,15,94,3.0,0,0
2022-09-18,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MILK_500ML,Dairy,28,10.0,Rainy,1,0,80,80,265,1.0,0,0
2022-07-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,0.0,,0,0,70,70,186,1.0,0,0
2022-11-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,20.0,Sunny,0,1,76,76,236,1.0,0,0
2023-07-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,0,0,35,35,31,2.0,1,198
2023-06-29,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,,Rainy,0,0,18,18,242,2.0,0,0
2023-04-07,DS_PUN_01,Pune,Koregaon,Commercial,High,ATTA_5KG,Staples,220,10.0,Sunny,0,1,31,31,157,2.0,0,0
2024-01-20,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,10.0,Sunny,1,0,35,35,160,,0,0
2022-09-17,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,5.0,Rainy,1,0,52,52,213,2.0,0,0
2022-03-21,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Hot,0,0,16,16,53,3.0,0,0
11/06/2022,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CHIPS_LAYS,Snacks,20,0.0,Cloudy,1,0,50,50,29,2.0,0,0
2023-05-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Hot,0,0,42,42,219,2.0,0,0
2022-04-27,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,0.0,Sunny,0,0,22,22,219,2.0,0,0
2022-06-16,DS_MUM_01,Mumbai,Andheri,Residential,High,ONION_1KG,Vegetables,40,0.0,Cloudy,0,0,95,95,490,1.0,0,0
2024-01-13,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,10.0,Sunny,1,0,143,143,303,1.0,0,0
2023-10-24,DS_MUM_01,Mumbai,Andheri,Residential,High,TOMATO_500G,Vegetables,30,15.0,Cloudy,0,1,168,137,0,1.0,1,955
2024-02-07,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SHAMPOO_SM,PersonalCare,99,0.0,Cloudy,0,0,14,14,24,3.0,0,0
2022-02-01,DS_PUN_01,Pune,Koregaon,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,56,56,176,1.0,0,0
2024-02-10,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,5.0,Sunny,1,0,29,29,9999,3.0,0,0
2023-07-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,10.0,Cloudy,1,0,46,46,219,2.0,0,0
2023-07-05,DS_MUM_01,Mumbai,Andheri,Residential,High,MAGGI_NOOD,Packaged,14,0.0,Rainy,0,0,39,39,218,2.0,0,0
2022-03-05,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,10.0,Hot,1,0,28,28,182,2.0,0,0
2022-03-16,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Cloudy,0,0,9,9,57,3.0,0,0
2023-12-17,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BUTTER_100G,Dairy,55,0.0,Sunny,1,0,25,25,64,1.0,0,0
2023-03-04,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,RICE_1KG,Staples,60,0.0,Sunny,1,0,53,53,183,2.0,0,0
2022-01-03,DS_PUN_01,Pune,Koregaon,Commercial,High,EGGS_12PK,Dairy,72,0.0,Cloudy,0,0,37,37,298,1.0,0,0
2023-06-22,DS_PUN_01,Pune,Koregaon,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Rainy,0,0,30,30,89,3.0,1,280
2022-05-18,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BANANA_DOZ,Fruits,50,0.0,,0,0,44,44,254,1.0,0,0
2022-11-12,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,5.0,Partly Cloudy,1,0,91,91,631,1.0,0,0
2023-07-23,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,5.0,Cloudy,1,0,99,99,23,1.0,1,510
2022-02-07,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Foggy,0,0,7,7,36,1.0,0,0
2022-04-29,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,45,45,275,1.0,0,0
2022-06-04,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,5.0,Cloudy,1,0,33,33,17,3.0,0,0
2023-01-30,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Sunny,0,0,45,45,387,2.0,0,0
2023-11-21,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Cloudy,0,0,20,20,75,2.0,0,0
2023-10-29,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Cloudy,1,0,32,32,101,2.0,1,307
2022-08-30,DS_PUN_02,Pune,Hadapsar,Residential,Medium,MAGGI_NOOD,Packaged,14,0.0,Sunny,0,0,54,54,140,2.0,0,0
2022-11-22,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Cloudy,0,0,45,45,134,2.0,0,0
2023-09-11,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Rainy,0,0,32,32,107,3.0,0,0
2023-05-15,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Hot,0,0,21,21,84,2.0,0,0
2022-03-08,DS_MUM_01,Mumbai,Andheri,Residential,High,COKE_2L,Beverages,95,0.0,Hot,0,0,35,35,53,2.0,1,175
2022-12-14,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,18,18,174,1.0,0,0
2024-01-24,DS_MUM_01,Mumbai,Andheri,Residential,High,SHAMPOO_SM,PersonalCare,99,0.0,Foggy,0,0,18,18,80,3.0,0,0
2023-12-25,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,15.0,Cloudy,0,1,70,70,184,2.0,1,525
2022-03-24,DS_PUN_01,Pune,Koregaon,Commercial,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,72,72,374,1.0,0,0
2022-08-11,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,0.0,Rainy,0,0,28,28,62,2.0,1,196
2022-02-23,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,29,29,75,2.0,1,245
2022-02-13,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,0.0,Foggy,1,0,65,65,96,1.0,0,0
2022-01-18,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Sunny,0,0,40,40,203,1.0,0,0
2023-04-05,DS_MUM_01,Mumbai,Andheri,Residential,High,PANEER_200G,Dairy,85,0.0,Sunny,0,0,44,44,340,1.0,0,0
2022-03-05,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ONION_1KG,Vegetables,40,0.0,Sunny,1,0,50,50,214,1.0,0,0
2023-06-09,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Rainy,0,0,102,102,533,1.0,0,0
2023-06-06,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,PANEER_200G,Dairy,85,0.0,Rainy,0,0,21,21,96,1.0,0,0
2022-05-06,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,0.0,Sunny,0,0,29,29,235,2.0,0,0
12/09/2022,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ONION_1KG,Vegetables,40,0.0,Sunny,0,0,99,99,84,1.0,1,539
2023-12-15,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,0.0,Cloudy,0,0,50,50,232,2.0,0,0
2023-05-17,DS_PUN_01,Pune,Koregaon,Commercial,High,SHAMPOO_SM,PersonalCare,99,0.0,Hot,0,0,27,27,43,3.0,0,0
2022-01-22,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,5.0,Sunny,1,0,72,72,307,2.0,0,0
2022-11-10,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Cloudy,0,0,21,21,300,2.0,0,0
2024-03-27,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,0.0,Sunny,0,0,47,47,30,2.0,0,0
2022-08-03,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,DETERGENT_1KG,Household,110,0.0,Sunny,0,0,18,18,66,3.0,1,126
2023-03-23,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,0.0,Sunny,0,0,14,14,184,1.0,0,0
2022-11-16,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,25,25,146,3.0,0,0
2023-07-28,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,14,14,110,1.0,0,0
2023-07-10,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Rainy,0,0,69,69,80,1.0,1,504
2022-06-25,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,5.0,Sunny,1,0,102,102,224,1.0,0,0
2022-08-10,DS_PUN_01,Pune,Koregaon,Commercial,High,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,31,16,0,1.0,0,0
2022-06-11,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ONION_1KG,Vegetables,40,5.0,Sunny,1,0,59,59,312,1.0,0,0
2022-12-30,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,0.0,Foggy,0,0,46,46,545,1.0,0,0
2022-01-08,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Cloudy,1,0,73,73,80,1.0,1,661
2023-07-26,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,24,24,30,2.0,0,0
2023-11-26,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BREAD_WH,Bakery,45,10.0,Partly Cloudy,1,0,93,93,170,1.0,0,0
2022-05-21,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BANANA_DOZ,Fruits,50,10.0,Sunny,1,0,50,50,224,1.0,0,0
2022-06-05,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,EGGS_12PK,Dairy,72,0.0,Rainy,1,0,54,54,109,1.0,0,0
2022-08-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BREAD_WH,Bakery,45,0.0,Rainy,0,0,66,66,552,1.0,0,0
2022-09-18,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Cloudy,1,0,25,25,94,1.0,0,0
2023-01-27,DS_MUM_01,Mumbai,Andheri,Residential,High,MILK_500ML,Dairy,28,0.0,Sunny,0,0,78,78,302,1.0,0,0
2022-04-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Hot,0,0,35,35,189,1.0,0,0
2023-07-28,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BREAD_WH,Bakery,45,0.0,Rainy,0,0,52,52,255,1.0,0,0
2022-09-05,DS_MUM_01,Mumbai,Andheri,Residential,High,PANEER_200G,Dairy,85,0.0,Cloudy,0,0,26,26,80,1.0,0,0
2023-08-10,DS_PUN_02,Pune,Hadapsar,Residential,,SHAMPOO_SM,PersonalCare,99,0.0,Rainy,0,0,22,22,74,3.0,0,0
2022-04-11,DS_PUN_01,Pune,Koregaon,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Hot,0,0,50,50,112,2.0,1,306
2022-03-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BISCUIT_PK,Snacks,30,0.0,Sunny,0,0,51,51,252,2.0,0,0
2022-05-16,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ONION_1KG,Vegetables,40,,Sunny,0,0,40,40,243,1.0,0,0
2022-01-04,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,WATER_1L,Beverages,20,0.0,Sunny,0,0,97,97,317,1.0,0,0
2023-03-16,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Hot,0,0,30,30,294,1.0,0,0
2023-05-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Sunny,1,0,67,67,189,1.0,0,0
2023-10-27,DS_PUN_01,Pune,Koregaon,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,27,27,347,3.0,0,0
2023-05-03,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BUTTER_100G,Dairy,55,0.0,Sunny,0,0,26,26,146,1.0,0,0
2024-01-31,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,ATTA_5KG,Staples,220,,Cloudy,0,0,34,34,109,3.0,1,210
2024-01-17,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,RICE_1KG,Staples,60,0.0,Sunny,0,0,42,42,165,2.0,0,0
2023-06-25,DS_PUN_02,Pune,Hadapsar,Residential,Medium,TOMATO_500G,Vegetables,30,10.0,Cloudy,1,0,149,149,419,1.0,0,0
2024-03-30,DS_MUM_01,Mumbai,Andheri,Residential,High,TOMATO_500G,Vegetables,30,0.0,Sunny,1,0,93,93,340,1.0,0,0
2022-09-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,,Rainy,0,0,18,18,67,3.0,1,126
11/10/2022,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,22,22,129,2.0,0,0
2022-09-08,DS_PUN_01,Pune,Koregaon,Commercial,High,RICE_1KG,Staples,60,0.0,Rainy,0,0,24,24,30,2.0,0,0
2023-05-30,DS_MUM_01,Mumbai,Andheri,Residential,High,COKE_2L,Beverages,95,0.0,Cloudy,0,0,21,21,327,2.0,0,0
2022-06-03,DS_PUN_01,Pune,Koregaon,Commercial,High,ONION_1KG,Vegetables,40,0.0,Rainy,0,0,88,88,172,1.0,0,0
2024-02-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,EGGS_12PK,Dairy,72,0.0,Cloudy,0,0,35,35,199,1.0,0,0
2022-01-29,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,MILK_500ML,Dairy,28,10.0,Sunny,1,0,100,100,260,1.0,0,0
2023-11-20,DS_PUN_01,Pune,Koregaon,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,14,14,159,3.0,0,0
2022-10-10,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,44,44,332,2.0,0,0
2024-01-13,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,5.0,Sunny,1,0,14,14,102,3.0,0,0
2023-01-10,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,21,21,70,3.0,0,0
2023-08-13,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Sunny,1,0,119,119,224,1.0,0,0
2023-02-19,DS_PUN_01,Pune,Koregaon,Commercial,High,PANEER_200G,Dairy,85,10.0,Sunny,1,0,15,15,126,1.0,0,0
2022-10-05,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,15.0,Cloudy,0,1,73,73,590,3.0,0,0
2022-05-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CURD_400G,Dairy,42,0.0,Hot,1,0,39,39,128,1.0,0,0
2023-04-29,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,PANEER_200G,Dairy,85,0.0,Cloudy,1,0,22,22,104,1.0,0,0
2023-07-30,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,10.0,Rainy,1,0,16,16,80,2.0,0,0
2022-01-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,28,28,16,3.0,0,0
2022-06-28,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,0.0,Cloudy,0,0,39,39,87,2.0,1,280
2023-08-27,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,10.0,Cloudy,1,0,55,55,204,2.0,0,0
2023-05-21,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,5.0,Sunny,1,0,57,57,126,2.0,0,0
2023-02-16,DS_PUN_01,Pune,Koregaon,Commercial,High,WATER_1L,Beverages,20,0.0,Sunny,0,0,61,61,487,1.0,0,0
2022-05-19,DS_PUN_02,Pune,Hadapsar,Residential,Medium,RICE_1KG,Staples,60,0.0,Sunny,0,0,32,32,282,2.0,0,0
2024-03-07,DS_PUN_01,Pune,Koregaon,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Hot,0,0,72,72,412,1.0,0,0
2023-04-19,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DIAPERS_SM,BabyCare,350,0.0,Sunny,0,0,9,9,159,3.0,0,0
2023-11-22,DS_PUN_01,Pune,Koregaon,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Sunny,0,0,56,56,219,1.0,0,0
2023-08-03,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,21,21,117,1.0,0,0
2023-03-08,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,BISCUIT_PK,Snacks,30,10.0,Cloudy,0,1,46,46,74,2.0,1,420
2023-05-25,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,0.0,Cloudy,0,0,17,17,114,3.0,1,218
2023-11-10,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,0.0,Partly Cloudy,0,0,20,20,152,3.0,0,0
2023-10-21,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,COKE_2L,Beverages,95,5.0,Cloudy,1,0,69,69,158,2.0,0,0
2023-07-01,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,CURD_400G,Dairy,42,0.0,Cloudy,1,0,38,38,126,1.0,0,0
2022-02-01,DS_PUN_02,Pune,Hadapsar,Residential,Medium,DETERGENT_1KG,Household,110,0.0,Cloudy,0,0,17,17,158,3.0,0,0
12/06/2023,DS_PUN_01,Pune,Koregaon,Commercial,High,BANANA_DOZ,Fruits,50,0.0,Rainy,0,0,50,50,493,1.0,0,0
2022-01-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,RICE_1KG,Staples,60,0.0,Sunny,0,0,24,24,259,2.0,0,0
2023-06-05,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,EGGS_12PK,Dairy,72,0.0,Rainy,0,0,43,43,165,1.0,0,0
2023-06-17,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,,Rainy,1,0,4,4,79,2.0,0,0
2023-06-09,DS_PUN_01,Pune,Koregaon,Commercial,High,MAGGI_NOOD,Packaged,14,0.0,Rainy,0,0,69,69,354,2.0,0,0
2022-05-13,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,COKE_2L,Beverages,95,0.0,Hot,0,0,13,13,259,2.0,0,0
2022-12-08,DS_MUM_01,Mumbai,Andheri,Residential,High,SOAP_BAR,PersonalCare,35,0.0,Cloudy,0,0,15,15,94,2.0,0,0
2023-04-23,DS_PUN_01,Pune,Koregaon,Commercial,High,COKE_2L,Beverages,95,,Sunny,1,0,43,43,105,2.0,0,0
2023-03-21,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,BISCUIT_PK,Snacks,30,0.0,Hot,0,0,60,60,135,2.0,0,0
2023-12-22,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,,0,0,36,36,292,1.0,0,0
2023-12-29,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,44,44,180,2.0,0,0
2022-10-11,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,DETERGENT_1KG,Household,110,0.0,Partly Cloudy,0,0,14,14,226,3.0,0,0
2024-03-08,DS_PUN_02,Pune,Hadapsar,Residential,Medium,CHIPS_LAYS,Snacks,20,0.0,Sunny,0,0,27,27,250,2.0,0,0
2023-09-04,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,MILK_500ML,Dairy,28,0.0,Cloudy,0,0,37,37,214,2.0,0,0
2023-06-28,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,0.0,Rainy,0,0,15,15,260,2.0,0,0
2022-10-09,DS_PUN_01,Pune,Koregaon,Commercial,High,SOAP_BAR,PersonalCare,35,10.0,Sunny,1,0,74,74,43,2.0,1,343
2024-03-08,DS_MUM_01,Mumbai,Andheri,Residential,High,CURD_400G,Dairy,42,0.0,Hot,0,0,47,47,284,2.0,0,0
2022-06-12,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,5.0,Rainy,1,0,77,77,156,1.0,0,0
2022-04-22,DS_MUM_01,Mumbai,Andheri,Residential,High,BUTTER_100G,Dairy,55,0.0,Hot,0,0,19,19,193,1.0,0,0
2024-02-19,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,TOMATO_500G,Vegetables,30,0.0,Foggy,0,0,69,69,59,1.0,1,490
2023-02-06,DS_PUN_02,Pune,Hadapsar,Residential,Medium,EGGS_12PK,Dairy,72,0.0,Cloudy,0,0,61,61,72,1.0,0,0
2023-06-10,DS_MUM_01,Mumbai,Andheri,Residential,High,RICE_1KG,Staples,60,5.0,Rainy,1,0,56,56,177,3.0,1,378
2023-09-23,DS_PUN_02,Pune,Hadapsar,Residential,Medium,BANANA_DOZ,Fruits,50,5.0,Cloudy,1,0,66,66,327,1.0,0,0
2022-11-20,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Cloudy,1,0,51,51,173,2.0,0,0
2022-12-20,DS_PUN_02,Pune,Hadapsar,Residential,,SHAMPOO_SM,PersonalCare,99,0.0,Sunny,0,0,10,10,141,3.0,0,0
2022-08-31,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,WATER_1L,Beverages,20,0.0,Rainy,0,0,99,99,164,2.0,1,630
2022-03-30,DS_PUN_02,Pune,Hadapsar,Residential,Medium,COKE_2L,Beverages,95,0.0,Hot,0,0,22,22,20,2.0,0,0
2023-07-22,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,SOAP_BAR,PersonalCare,35,5.0,Rainy,1,0,12,12,67,2.0,0,0
2023-01-01,DS_PUN_02,Pune,Hadapsar,Residential,Medium,TOMATO_500G,Vegetables,30,5.0,Sunny,1,0,42,42,177,1.0,0,0
2023-07-05,DS_MUM_01,Mumbai,Andheri,Residential,High,DIAPERS_SM,BabyCare,350,0.0,Rainy,0,0,13,13,43,3.0,1,98
2022-10-07,DS_PUN_01,Pune,Koregaon,Commercial,High,SOAP_BAR,PersonalCare,35,0.0,Sunny,0,0,32,32,160,2.0,0,0
2023-07-05,DS_PUN_01,Pune,Koregaon,Commercial,High,BUTTER_100G,Dairy,55,0.0,Cloudy,0,0,16,16,116,1.0,0,0
2022-05-15,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,MILK_500ML,Dairy,28,0.0,Sunny,1,0,94,94,156,1.0,0,0
2023-11-26,DS_PUN_02,Pune,Hadapsar,Residential,Medium,ONION_1KG,Vegetables,40,0.0,Sunny,1,0,99,99,43,1.0,1,675
2023-02-28,DS_BLR_01,Bengaluru,Koramangala,Commercial,High,ATTA_5KG,Staples,220,0.0,Foggy,0,0,20,20,56,2.0,1,147
2022-10-22,DS_MUM_01,Mumbai,Andheri,Residential,High,BANANA_DOZ,Fruits,50,10.0,Cloudy,1,0,99,99,165,1.0,0,0
2022-01-27,DS_MUM_02,Mumbai,Dharavi,Mixed,Low,TOMATO_500G,Vegetables,30,0.0,Sunny,0,0,87,29,0,,0,0
2023-06-19,DS_MUM_01,Mumbai,Andheri,Residential,High,WATER_1L,Beverages,20,0.0,Rainy,0,0,111,111,786,1.0,0,0
